Gene	TF	Start	End
Glyma.08G218600.1	ANL2	1660.0	1669.0
Glyma.08G218600.1	ANL2	13.0	22.0
Glyma.08G218600.1	ANL2	791.0	800.0
Glyma.08G218600.1	ANL2	820.0	829.0
Glyma.08G218600.1	ANL2	975.0	984.0
Glyma.08G218600.1	ANL2	1003.0	1012.0
Glyma.08G218600.1	ANL2	1474.0	1483.0
Glyma.08G218600.1	ANT	1804.0	1819.0
Glyma.08G218600.1	AP1	41.0	53.0
Glyma.08G218600.1	AP1	253.0	265.0
Glyma.08G218600.1	AP1	1857.0	1869.0
Glyma.08G218600.1	AP1	1887.0	1900.0
Glyma.08G218600.1	AP1	918.0	930.0
Glyma.08G218600.1	AP1	1770.0	1782.0
Glyma.08G218600.1	AP3	253.0	265.0
Glyma.08G218600.1	AP3	1354.0	1366.0
Glyma.08G218600.1	AP3	1499.0	1511.0
Glyma.08G218600.1	ARALYDRAFT_493022	1331.0	1338.0
Glyma.08G218600.1	ARALYDRAFT_493022	1634.0	1641.0
Glyma.08G218600.1	ARALYDRAFT_496250	1331.0	1338.0
Glyma.08G218600.1	ARALYDRAFT_897773	1330.0	1338.0
Glyma.08G218600.1	ARF14	1624.0	1639.0
Glyma.08G218600.1	ARR11	723.0	730.0
Glyma.08G218600.1	AT1G14600	302.0	309.0
Glyma.08G218600.1	AT1G19040	836.0	851.0
Glyma.08G218600.1	AT2G38090	1029.0	1041.0
Glyma.08G218600.1	AT2G38090	1403.0	1415.0
Glyma.08G218600.1	AT2G38300	300.0	309.0
Glyma.08G218600.1	AT2G38300	982.0	991.0
Glyma.08G218600.1	AT2G40260	300.0	309.0
Glyma.08G218600.1	AT2G40260	982.0	991.0
Glyma.08G218600.1	AT3G10580	1402.0	1415.0
Glyma.08G218600.1	AT5G05790	1028.0	1041.0
Glyma.08G218600.1	AT5G05790	1402.0	1415.0
Glyma.08G218600.1	AT5G56840	1402.0	1415.0
Glyma.08G218600.1	AT5G61620	1402.0	1415.0
Glyma.08G218600.1	ATHB-13	893.0	900.0
Glyma.08G218600.1	ATHB-16	893.0	900.0
Glyma.08G218600.1	ATHB-20	10.0	17.0
Glyma.08G218600.1	ATHB-20	316.0	323.0
Glyma.08G218600.1	ATHB-20	893.0	900.0
Glyma.08G218600.1	ATHB-20	144.0	151.0
Glyma.08G218600.1	ATHB-40	143.0	153.0
Glyma.08G218600.1	ATHB-53	10.0	18.0
Glyma.08G218600.1	ATHB-53	316.0	324.0
Glyma.08G218600.1	ATHB-53	893.0	901.0
Glyma.08G218600.1	ATHB-53	143.0	151.0
Glyma.08G218600.1	ATHB-X	143.0	151.0
Glyma.08G218600.1	ATHB-X	10.0	18.0
Glyma.08G218600.1	ATMYB31	1871.0	1885.0
Glyma.08G218600.1	AZF1	365.0	373.0
Glyma.08G218600.1	At3g11280	1028.0	1041.0
Glyma.08G218600.1	At3g11280	1402.0	1415.0
Glyma.08G218600.1	BPC1	36.0	71.0
Glyma.08G218600.1	BPC1	1886.0	1915.0
Glyma.08G218600.1	BPC1	220.0	249.0
Glyma.08G218600.1	BPC5	23.0	74.0
Glyma.08G218600.1	BPC5	1317.0	1346.0
Glyma.08G218600.1	BPC5	1887.0	1918.0
Glyma.08G218600.1	BPC5	1757.0	1786.0
Glyma.08G218600.1	BPC6	40.0	70.0
Glyma.08G218600.1	BPC6	1892.0	1912.0
Glyma.08G218600.1	BRN2	836.0	851.0
Glyma.08G218600.1	BRN2	1309.0	1324.0
Glyma.08G218600.1	BRN2	1956.0	1971.0
Glyma.08G218600.1	CAMTA5	1204.0	1219.0
Glyma.08G218600.1	CCA1	1496.0	1503.0
Glyma.08G218600.1	CCA1	861.0	868.0
Glyma.08G218600.1	CDF2	649.0	655.0
Glyma.08G218600.1	CDF5	713.0	733.0
Glyma.08G218600.1	CDF5	243.0	263.0
Glyma.08G218600.1	CDF5	1216.0	1236.0
Glyma.08G218600.1	CDF5	1880.0	1909.0
Glyma.08G218600.1	DF1	313.0	320.0
Glyma.08G218600.1	DF1	680.0	687.0
Glyma.08G218600.1	DIV1	1405.0	1415.0
Glyma.08G218600.1	DIV1	1821.0	1831.0
Glyma.08G218600.1	DOF1.5	249.0	264.0
Glyma.08G218600.1	DOF1.5	1886.0	1901.0
Glyma.08G218600.1	DOF1.5	645.0	660.0
Glyma.08G218600.1	DOF1.7	254.0	264.0
Glyma.08G218600.1	DOF1.7	1891.0	1901.0
Glyma.08G218600.1	DOF1.7	645.0	655.0
Glyma.08G218600.1	DOF3.2	190.0	205.0
Glyma.08G218600.1	DOF3.2	946.0	961.0
Glyma.08G218600.1	DOF3.2	1884.0	1899.0
Glyma.08G218600.1	DOF3.4	226.0	246.0
Glyma.08G218600.1	DOF3.4	254.0	270.0
Glyma.08G218600.1	DOF3.4	953.0	969.0
Glyma.08G218600.1	DOF3.4	1384.0	1400.0
Glyma.08G218600.1	DOF3.4	1891.0	1907.0
Glyma.08G218600.1	DOF3.5	649.0	655.0
Glyma.08G218600.1	DOF3.6	189.0	209.0
Glyma.08G218600.1	DOF3.6	220.0	248.0
Glyma.08G218600.1	DOF3.6	671.0	691.0
Glyma.08G218600.1	DOF3.6	711.0	759.0
Glyma.08G218600.1	DOF3.6	42.0	62.0
Glyma.08G218600.1	DOF3.6	1216.0	1236.0
Glyma.08G218600.1	DOF3.6	1384.0	1420.0
Glyma.08G218600.1	DOF3.6	1558.0	1578.0
Glyma.08G218600.1	DOF3.6	1880.0	1911.0
Glyma.08G218600.1	DOF4.2	1891.0	1901.0
Glyma.08G218600.1	DOF4.2	645.0	655.0
Glyma.08G218600.1	DOF4.3	1165.0	1177.0
Glyma.08G218600.1	DOF4.3	642.0	654.0
Glyma.08G218600.1	DOF4.5	643.0	655.0
Glyma.08G218600.1	DOF4.5	1353.0	1365.0
Glyma.08G218600.1	DOF4.7	647.0	655.0
Glyma.08G218600.1	DOF5.1	43.0	61.0
Glyma.08G218600.1	DOF5.1	254.0	272.0
Glyma.08G218600.1	DOF5.1	953.0	971.0
Glyma.08G218600.1	DOF5.1	1384.0	1413.0
Glyma.08G218600.1	DOF5.1	1861.0	1879.0
Glyma.08G218600.1	DOF5.1	1888.0	1913.0
Glyma.08G218600.1	DOF5.1	224.0	246.0
Glyma.08G218600.1	DOF5.1	673.0	691.0
Glyma.08G218600.1	DOF5.1	715.0	733.0
Glyma.08G218600.1	DOF5.1	737.0	755.0
Glyma.08G218600.1	DOF5.4	649.0	655.0
Glyma.08G218600.1	DOF5.8	224.0	246.0
Glyma.08G218600.1	DOF5.8	737.0	755.0
Glyma.08G218600.1	DOF5.8	43.0	61.0
Glyma.08G218600.1	DOF5.8	254.0	272.0
Glyma.08G218600.1	DOF5.8	953.0	971.0
Glyma.08G218600.1	DOF5.8	1227.0	1245.0
Glyma.08G218600.1	DOF5.8	1315.0	1333.0
Glyma.08G218600.1	DOF5.8	1384.0	1413.0
Glyma.08G218600.1	DOF5.8	1891.0	1913.0
Glyma.08G218600.1	DREB2F	1151.0	1161.0
Glyma.08G218600.1	EIL4	573.0	581.0
Glyma.08G218600.1	EREB71	1051.0	1060.0
Glyma.08G218600.1	ERF011	1741.0	1747.0
Glyma.08G218600.1	ERF012	1740.0	1747.0
Glyma.08G218600.1	ERF013	1740.0	1748.0
Glyma.08G218600.1	ERF023	1740.0	1748.0
Glyma.08G218600.1	ERF4	1743.0	1751.0
Glyma.08G218600.1	ERF8	1741.0	1751.0
Glyma.08G218600.1	FLC	1156.0	1169.0
Glyma.08G218600.1	FLC	1857.0	1870.0
Glyma.08G218600.1	FLC	1887.0	1900.0
Glyma.08G218600.1	FUS3	1279.0	1285.0
Glyma.08G218600.1	GAF1	1415.0	1429.0
Glyma.08G218600.1	GAF1	1559.0	1573.0
Glyma.08G218600.1	GAF1	1793.0	1807.0
Glyma.08G218600.1	GAF1	1864.0	1878.0
Glyma.08G218600.1	GAF1	1368.0	1382.0
Glyma.08G218600.1	GATA10	1949.0	1956.0
Glyma.08G218600.1	GATA11	1949.0	1956.0
Glyma.08G218600.1	GATA14	1949.0	1956.0
Glyma.08G218600.1	GATA6	1946.0	1955.0
Glyma.08G218600.1	GLYMA-07G038400	1435.0	1441.0
Glyma.08G218600.1	GLYMA-08G357600	1942.0	1950.0
Glyma.08G218600.1	GLYMA19G26560	1634.0	1641.0
Glyma.08G218600.1	GT-2	311.0	321.0
Glyma.08G218600.1	GT-2	1229.0	1239.0
Glyma.08G218600.1	GT-3a	1815.0	1828.0
Glyma.08G218600.1	GT-3a	1102.0	1115.0
Glyma.08G218600.1	GT-4	814.0	825.0
Glyma.08G218600.1	Glyma19g26560.1	1634.0	1641.0
Glyma.08G218600.1	HDG1	13.0	22.0
Glyma.08G218600.1	HDG1	791.0	800.0
Glyma.08G218600.1	HDG1	820.0	829.0
Glyma.08G218600.1	HDG1	975.0	984.0
Glyma.08G218600.1	HDG1	1003.0	1012.0
Glyma.08G218600.1	HDG1	1474.0	1483.0
Glyma.08G218600.1	HDG1	13.0	22.0
Glyma.08G218600.1	HDG1	539.0	548.0
Glyma.08G218600.1	HDG11	792.0	800.0
Glyma.08G218600.1	HDG11	1475.0	1483.0
Glyma.08G218600.1	HDG7	539.0	548.0
Glyma.08G218600.1	HDG7	1660.0	1669.0
Glyma.08G218600.1	HDG7	791.0	800.0
Glyma.08G218600.1	HDG7	820.0	829.0
Glyma.08G218600.1	HDG7	975.0	984.0
Glyma.08G218600.1	HDG7	1003.0	1012.0
Glyma.08G218600.1	HDG7	1474.0	1483.0
Glyma.08G218600.1	IDD1	1418.0	1429.0
Glyma.08G218600.1	IDD11	1418.0	1429.0
Glyma.08G218600.1	IDD4	1416.0	1430.0
Glyma.08G218600.1	IDD4	1865.0	1883.0
Glyma.08G218600.1	IDD5	1416.0	1429.0
Glyma.08G218600.1	IDD7	1416.0	1429.0
Glyma.08G218600.1	JKD	1418.0	1429.0
Glyma.08G218600.1	KAN2	300.0	309.0
Glyma.08G218600.1	KAN2	579.0	588.0
Glyma.08G218600.1	LBD18	961.0	968.0
Glyma.08G218600.1	LHY	861.0	869.0
Glyma.08G218600.1	LHY	1684.0	1692.0
Glyma.08G218600.1	LHY	1495.0	1503.0
Glyma.08G218600.1	LjSGA_053525.1	1634.0	1641.0
Glyma.08G218600.1	LjTCP20	1331.0	1338.0
Glyma.08G218600.1	MYB101	195.0	203.0
Glyma.08G218600.1	MYB31	1871.0	1885.0
Glyma.08G218600.1	MYB33	813.0	822.0
Glyma.08G218600.1	MYB3R3	274.0	281.0
Glyma.08G218600.1	MYB3R4	270.0	281.0
Glyma.08G218600.1	MYB3R5	268.0	281.0
Glyma.08G218600.1	NAC005	833.0	851.0
Glyma.08G218600.1	NAC005	833.0	851.0
Glyma.08G218600.1	NAC010	833.0	853.0
Glyma.08G218600.1	NAC010	831.0	851.0
Glyma.08G218600.1	NAC011	200.0	220.0
Glyma.08G218600.1	NAC011	832.0	852.0
Glyma.08G218600.1	NAC011	1308.0	1328.0
Glyma.08G218600.1	NAC013	833.0	851.0
Glyma.08G218600.1	NAC013	833.0	851.0
Glyma.08G218600.1	NAC016	834.0	848.0
Glyma.08G218600.1	NAC016	836.0	850.0
Glyma.08G218600.1	NAC018	1804.0	1813.0
Glyma.08G218600.1	NAC020	831.0	851.0
Glyma.08G218600.1	NAC020	833.0	853.0
Glyma.08G218600.1	NAC031	833.0	851.0
Glyma.08G218600.1	NAC031	833.0	851.0
Glyma.08G218600.1	NAC038	833.0	851.0
Glyma.08G218600.1	NAC038	833.0	851.0
Glyma.08G218600.1	NAC043	1309.0	1316.0
Glyma.08G218600.1	NAC047	1804.0	1813.0
Glyma.08G218600.1	NAC054	836.0	854.0
Glyma.08G218600.1	NAC054	830.0	848.0
Glyma.08G218600.1	NAC054	1306.0	1324.0
Glyma.08G218600.1	NAC058	833.0	851.0
Glyma.08G218600.1	NAC058	833.0	851.0
Glyma.08G218600.1	NAC062	483.0	489.0
Glyma.08G218600.1	NAC062	683.0	689.0
Glyma.08G218600.1	NAC071	836.0	850.0
Glyma.08G218600.1	NAC071	834.0	848.0
Glyma.08G218600.1	NAC073	836.0	850.0
Glyma.08G218600.1	NAC073	834.0	848.0
Glyma.08G218600.1	NAC075	832.0	851.0
Glyma.08G218600.1	NAC075	833.0	852.0
Glyma.08G218600.1	NAC087	833.0	851.0
Glyma.08G218600.1	NAC087	1309.0	1327.0
Glyma.08G218600.1	NAC098	836.0	851.0
Glyma.08G218600.1	NAC098	833.0	848.0
Glyma.08G218600.1	NAC105	1961.0	1969.0
Glyma.08G218600.1	NAC68	844.0	851.0
Glyma.08G218600.1	NAC69	1429.0	1436.0
Glyma.08G218600.1	NTL9	482.0	490.0
Glyma.08G218600.1	NUC	1418.0	1429.0
Glyma.08G218600.1	OsCCA1	1497.0	1503.0
Glyma.08G218600.1	OsCCA1	861.0	867.0
Glyma.08G218600.1	OsFBH1	1968.0	1974.0
Glyma.08G218600.1	OsI_08196	1634.0	1641.0
Glyma.08G218600.1	PHL12	913.0	924.0
Glyma.08G218600.1	PI	41.0	54.0
Glyma.08G218600.1	PI	253.0	266.0
Glyma.08G218600.1	PI	1319.0	1332.0
Glyma.08G218600.1	PI	1887.0	1904.0
Glyma.08G218600.1	PI	1769.0	1782.0
Glyma.08G218600.1	PIF4	1425.0	1432.0
Glyma.08G218600.1	PK02532.1	1496.0	1503.0
Glyma.08G218600.1	PK02532.1	861.0	868.0
Glyma.08G218600.1	PK10344.1	1331.0	1338.0
Glyma.08G218600.1	PK10344.1	1634.0	1641.0
Glyma.08G218600.1	PK21687.1	248.0	254.0
Glyma.08G218600.1	RAMOSA1	42.0	61.0
Glyma.08G218600.1	RAMOSA1	291.0	306.0
Glyma.08G218600.1	REV	1780.0	1793.0
Glyma.08G218600.1	RVE1	1495.0	1503.0
Glyma.08G218600.1	RVE1	861.0	869.0
Glyma.08G218600.1	RVE1	1684.0	1692.0
Glyma.08G218600.1	RVE4	861.0	869.0
Glyma.08G218600.1	RVE4	1495.0	1503.0
Glyma.08G218600.1	RVE5	861.0	869.0
Glyma.08G218600.1	RVE5	1495.0	1503.0
Glyma.08G218600.1	RVE6	861.0	869.0
Glyma.08G218600.1	RVE6	1495.0	1503.0
Glyma.08G218600.1	RVE7	1495.0	1503.0
Glyma.08G218600.1	RVE7	861.0	869.0
Glyma.08G218600.1	RVE7L	1495.0	1503.0
Glyma.08G218600.1	RVE7L	861.0	869.0
Glyma.08G218600.1	RVE7L	1684.0	1692.0
Glyma.08G218600.1	RVE8	861.0	869.0
Glyma.08G218600.1	RVE8	1684.0	1692.0
Glyma.08G218600.1	RVE8	1495.0	1503.0
Glyma.08G218600.1	SEP1	1499.0	1511.0
Glyma.08G218600.1	SEP3	833.0	842.0
Glyma.08G218600.1	SEP3	253.0	262.0
Glyma.08G218600.1	SGR5	1862.0	1874.0
Glyma.08G218600.1	SIZF2	419.0	427.0
Glyma.08G218600.1	SOC1	1499.0	1511.0
Glyma.08G218600.1	SOC1	1857.0	1869.0
Glyma.08G218600.1	SOL1	453.0	467.0
Glyma.08G218600.1	SOL1	1385.0	1399.0
Glyma.08G218600.1	SOL1	460.0	474.0
Glyma.08G218600.1	SOL1	884.0	898.0
Glyma.08G218600.1	SPL8A	430.0	438.0
Glyma.08G218600.1	SPL8B	430.0	438.0
Glyma.08G218600.1	SRM1	1406.0	1414.0
Glyma.08G218600.1	SRM1	1822.0	1830.0
Glyma.08G218600.1	SVP	249.0	264.0
Glyma.08G218600.1	StBRC1	1635.0	1641.0
Glyma.08G218600.1	TCP13	1328.0	1338.0
Glyma.08G218600.1	TCP14	1321.0	1338.0
Glyma.08G218600.1	TCP14	1643.0	1660.0
Glyma.08G218600.1	TCP16	1634.0	1641.0
Glyma.08G218600.1	TCP16	1331.0	1338.0
Glyma.08G218600.1	TCP17	1328.0	1338.0
Glyma.08G218600.1	TCP19	1331.0	1338.0
Glyma.08G218600.1	TCP21	1634.0	1644.0
Glyma.08G218600.1	TCP21	1328.0	1338.0
Glyma.08G218600.1	TCP22	1328.0	1338.0
Glyma.08G218600.1	TCP23	1634.0	1641.0
Glyma.08G218600.1	TCP24	1331.0	1338.0
Glyma.08G218600.1	TCP3	1331.0	1338.0
Glyma.08G218600.1	TCP4	1331.0	1338.0
Glyma.08G218600.1	TCP5	1331.0	1338.0
Glyma.08G218600.1	TCP7	1643.0	1653.0
Glyma.08G218600.1	TCP8	1331.0	1338.0
Glyma.08G218600.1	TCP8	1634.0	1641.0
Glyma.08G218600.1	TCX2	453.0	467.0
Glyma.08G218600.1	TCX2	564.0	578.0
Glyma.08G218600.1	TCX2	774.0	788.0
Glyma.08G218600.1	TCX2	737.0	751.0
Glyma.08G218600.1	TCX2	884.0	898.0
Glyma.08G218600.1	TCX3	458.0	469.0
Glyma.08G218600.1	TCX3	563.0	574.0
Glyma.08G218600.1	TCX3	882.0	893.0
Glyma.08G218600.1	TCX6	460.0	474.0
Glyma.08G218600.1	TCX6	884.0	898.0
Glyma.08G218600.1	TCX6	453.0	467.0
Glyma.08G218600.1	TGA3	623.0	633.0
Glyma.08G218600.1	TGA6	623.0	632.0
Glyma.08G218600.1	TGA9	623.0	633.0
Glyma.08G218600.1	TRP5	248.0	254.0
Glyma.08G218600.1	TSO1	452.0	466.0
Glyma.08G218600.1	TSO1	772.0	787.0
Glyma.08G218600.1	TSO1	1527.0	1541.0
Glyma.08G218600.1	TSO1	775.0	789.0
Glyma.08G218600.1	TSO1	885.0	899.0
Glyma.08G218600.1	VIT_15s0048g01150	1331.0	1338.0
Glyma.08G218600.1	VIT_15s0048g01150	1634.0	1641.0
Glyma.08G218600.1	WRKY17	1688.0	1697.0
Glyma.08G218600.1	WRKY22	1688.0	1697.0
Glyma.08G218600.1	WRKY29	1689.0	1697.0
Glyma.08G218600.1	WRKY3	1688.0	1698.0
Glyma.08G218600.1	WRKY33	1688.0	1697.0
Glyma.08G218600.1	WRKY45	1689.0	1698.0
Glyma.08G218600.1	WRKY62	407.0	414.0
Glyma.08G218600.1	WRKY71	1689.0	1698.0
Glyma.08G218600.1	YAB4	1031.0	1041.0
Glyma.08G218600.1	YAB4	1405.0	1415.0
Glyma.08G218600.1	ZHD1	11.0	19.0
Glyma.08G218600.1	ZHD1	612.0	620.0
Glyma.08G218600.1	ZHD1	973.0	981.0
Glyma.08G218600.1	ZHD1	1955.0	1963.0
Glyma.08G218600.1	ZHD1	16.0	24.0
Glyma.08G218600.1	ZHD1	142.0	150.0
Glyma.08G218600.1	ZHD1	589.0	597.0
Glyma.08G218600.1	ZHD1	613.0	621.0
Glyma.08G218600.1	ZHD1	1956.0	1964.0
Glyma.08G218600.1	ZHD10	13.0	20.0
Glyma.08G218600.1	ZHD10	614.0	621.0
Glyma.08G218600.1	ZHD10	791.0	798.0
Glyma.08G218600.1	ZHD10	975.0	982.0
Glyma.08G218600.1	ZHD10	1003.0	1010.0
Glyma.08G218600.1	ZHD10	15.0	22.0
Glyma.08G218600.1	ZHD10	141.0	148.0
Glyma.08G218600.1	ZHD14	1978.0	1988.0
Glyma.08G218600.1	ZHD5	974.0	981.0
Glyma.08G218600.1	ZHD6	8.0	23.0
Glyma.08G218600.1	ZHD6	585.0	596.0
Glyma.08G218600.1	ZHD6	786.0	797.0
Glyma.08G218600.1	ZHD6	970.0	981.0
Glyma.08G218600.1	ZHD6	1952.0	1963.0
Glyma.08G218600.1	ZHD6	142.0	153.0
Glyma.08G218600.1	ZHD6	613.0	624.0
Glyma.08G218600.1	ZHD9	8.0	22.0
Glyma.08G218600.1	ZHD9	605.0	619.0
Glyma.08G218600.1	ZHD9	13.0	27.0
Glyma.08G218600.1	ZHD9	590.0	604.0
Glyma.08G218600.1	ZHD9	614.0	628.0
Glyma.08G218600.1	ZHD9	791.0	805.0
Glyma.08G218600.1	ZHD9	975.0	989.0
Glyma.08G218600.1	ZHD9	1003.0	1017.0
Glyma.08G218600.1	Zm00001d015407	214.0	229.0
Glyma.08G218600.1	Zm00001d027846	1321.0	1328.0
Glyma.08G218600.1	Zm00001d027846	1893.0	1904.0
Glyma.08G218600.1	Zm00001d027846	200.0	207.0
Glyma.08G218600.1	Zm00001d027846	233.0	244.0
Glyma.08G218600.1	Zm00001d027846	1769.0	1776.0
Glyma.08G218600.1	Zm00001d038683	1331.0	1338.0
Glyma.08G218600.1	ZmbZIP25	622.0	631.0
Glyma.08G218600.1	ZmbZIP57	623.0	632.0
Glyma.08G218600.1	bHLH112	1968.0	1974.0
Glyma.08G218600.1	bHLH130	1967.0	1974.0
Glyma.08G218600.1	bHLH77	1424.0	1435.0
Glyma.08G218600.1	bHLH80	1966.0	1974.0
Glyma.08G218600.1	squamosa	1857.0	1869.0
Glyma.08G218600.1	squamosa	201.0	213.0
Glyma.08G218600.1	squamosa	918.0	930.0
Glyma.08G240800.1	AG	1017.0	1032.0
Glyma.08G240800.1	AGL13	1016.0	1034.0
Glyma.08G240800.1	AGL13	491.0	508.0
Glyma.08G240800.1	AGL15	1219.0	1234.0
Glyma.08G240800.1	AGL6	1016.0	1034.0
Glyma.08G240800.1	AHL12	205.0	212.0
Glyma.08G240800.1	AHL12	904.0	911.0
Glyma.08G240800.1	AHL12	944.0	951.0
Glyma.08G240800.1	AHL12	1478.0	1485.0
Glyma.08G240800.1	AHL12	1493.0	1500.0
Glyma.08G240800.1	AHL12	1690.0	1697.0
Glyma.08G240800.1	AHL12	205.0	212.0
Glyma.08G240800.1	AHL12	904.0	911.0
Glyma.08G240800.1	AHL12	944.0	951.0
Glyma.08G240800.1	AHL12	1478.0	1485.0
Glyma.08G240800.1	AHL12	1493.0	1500.0
Glyma.08G240800.1	AHL12	1690.0	1697.0
Glyma.08G240800.1	AHL13	491.0	498.0
Glyma.08G240800.1	AHL13	774.0	781.0
Glyma.08G240800.1	AHL20	205.0	212.0
Glyma.08G240800.1	AHL20	1132.0	1139.0
Glyma.08G240800.1	AHL20	1422.0	1429.0
Glyma.08G240800.1	AHL20	1478.0	1485.0
Glyma.08G240800.1	AHL20	1632.0	1639.0
Glyma.08G240800.1	AHL20	205.0	212.0
Glyma.08G240800.1	AHL20	1478.0	1485.0
Glyma.08G240800.1	AHL25	205.0	212.0
Glyma.08G240800.1	AHL25	1478.0	1485.0
Glyma.08G240800.1	AHL25	205.0	212.0
Glyma.08G240800.1	AHL25	1478.0	1485.0
Glyma.08G240800.1	ANL2	1685.0	1694.0
Glyma.08G240800.1	ANL2	907.0	916.0
Glyma.08G240800.1	ANL2	1417.0	1426.0
Glyma.08G240800.1	ANL2	1477.0	1486.0
Glyma.08G240800.1	AP1	798.0	810.0
Glyma.08G240800.1	AP1	1934.0	1948.0
Glyma.08G240800.1	AP1	632.0	644.0
Glyma.08G240800.1	AP1	981.0	993.0
Glyma.08G240800.1	AP1	1036.0	1048.0
Glyma.08G240800.1	AP1	1305.0	1317.0
Glyma.08G240800.1	ARF1	1241.0	1247.0
Glyma.08G240800.1	ARF16	1302.0	1311.0
Glyma.08G240800.1	ARF18	1239.0	1246.0
Glyma.08G240800.1	ARF29	1240.0	1247.0
Glyma.08G240800.1	ARF35	1239.0	1247.0
Glyma.08G240800.1	ARF4	1239.0	1246.0
Glyma.08G240800.1	ARF5	1241.0	1247.0
Glyma.08G240800.1	ARF7	1239.0	1247.0
Glyma.08G240800.1	AT1G14600	267.0	274.0
Glyma.08G240800.1	AT1G19000	933.0	945.0
Glyma.08G240800.1	AT1G19000	1482.0	1494.0
Glyma.08G240800.1	AT1G19000	1801.0	1813.0
Glyma.08G240800.1	AT1G19000	301.0	313.0
Glyma.08G240800.1	AT1G19000	1744.0	1756.0
Glyma.08G240800.1	AT1G19040	248.0	263.0
Glyma.08G240800.1	AT1G74840	934.0	942.0
Glyma.08G240800.1	AT1G74840	1802.0	1810.0
Glyma.08G240800.1	AT1G74840	1747.0	1755.0
Glyma.08G240800.1	AT1G74840	1880.0	1888.0
Glyma.08G240800.1	AT2G38090	928.0	946.0
Glyma.08G240800.1	AT2G38090	1483.0	1495.0
Glyma.08G240800.1	AT2G38090	1876.0	1888.0
Glyma.08G240800.1	AT2G38300	1322.0	1331.0
Glyma.08G240800.1	AT2G38300	265.0	274.0
Glyma.08G240800.1	AT2G40260	1322.0	1331.0
Glyma.08G240800.1	AT2G40260	265.0	274.0
Glyma.08G240800.1	AT3G10580	927.0	946.0
Glyma.08G240800.1	AT3G10580	1482.0	1495.0
Glyma.08G240800.1	AT3G10580	1743.0	1756.0
Glyma.08G240800.1	AT3G46070	1438.0	1444.0
Glyma.08G240800.1	AT4G12670	73.0	101.0
Glyma.08G240800.1	AT5G04760	1584.0	1590.0
Glyma.08G240800.1	AT5G05790	1743.0	1756.0
Glyma.08G240800.1	AT5G05790	927.0	946.0
Glyma.08G240800.1	AT5G05790	1482.0	1495.0
Glyma.08G240800.1	AT5G56840	300.0	313.0
Glyma.08G240800.1	AT5G56840	1743.0	1756.0
Glyma.08G240800.1	AT5G56840	933.0	946.0
Glyma.08G240800.1	AT5G56840	1482.0	1495.0
Glyma.08G240800.1	AT5G56840	1801.0	1814.0
Glyma.08G240800.1	AT5G61620	933.0	946.0
Glyma.08G240800.1	AT5G61620	1065.0	1078.0
Glyma.08G240800.1	AT5G61620	1482.0	1495.0
Glyma.08G240800.1	AT5G61620	1801.0	1814.0
Glyma.08G240800.1	AT5G61620	300.0	313.0
Glyma.08G240800.1	AT5G61620	1743.0	1756.0
Glyma.08G240800.1	ATHB-13	179.0	186.0
Glyma.08G240800.1	ATHB-13	536.0	543.0
Glyma.08G240800.1	ATHB-13	1683.0	1690.0
Glyma.08G240800.1	ATHB-16	179.0	186.0
Glyma.08G240800.1	ATHB-16	536.0	543.0
Glyma.08G240800.1	ATHB-16	1683.0	1690.0
Glyma.08G240800.1	ATHB-20	179.0	186.0
Glyma.08G240800.1	ATHB-20	904.0	911.0
Glyma.08G240800.1	ATHB-20	944.0	951.0
Glyma.08G240800.1	ATHB-20	1493.0	1500.0
Glyma.08G240800.1	ATHB-20	536.0	543.0
Glyma.08G240800.1	ATHB-20	1683.0	1697.0
Glyma.08G240800.1	ATHB-40	177.0	187.0
Glyma.08G240800.1	ATHB-40	535.0	545.0
Glyma.08G240800.1	ATHB-40	1682.0	1692.0
Glyma.08G240800.1	ATHB-51	179.0	186.0
Glyma.08G240800.1	ATHB-53	179.0	187.0
Glyma.08G240800.1	ATHB-53	904.0	912.0
Glyma.08G240800.1	ATHB-53	1493.0	1501.0
Glyma.08G240800.1	ATHB-53	535.0	543.0
Glyma.08G240800.1	ATHB-53	1682.0	1697.0
Glyma.08G240800.1	ATHB-6	96.0	102.0
Glyma.08G240800.1	ATHB-7	178.0	188.0
Glyma.08G240800.1	ATHB-X	1689.0	1697.0
Glyma.08G240800.1	ATHB-X	904.0	912.0
Glyma.08G240800.1	AZF1	1438.0	1446.0
Glyma.08G240800.1	At3g11280	927.0	946.0
Glyma.08G240800.1	At3g11280	1482.0	1495.0
Glyma.08G240800.1	BPC1	458.0	481.0
Glyma.08G240800.1	BPC1	717.0	740.0
Glyma.08G240800.1	BPC1	779.0	820.0
Glyma.08G240800.1	BPC1	849.0	874.0
Glyma.08G240800.1	BPC5	774.0	821.0
Glyma.08G240800.1	BPC5	848.0	881.0
Glyma.08G240800.1	BPC6	452.0	480.0
Glyma.08G240800.1	BPC6	779.0	817.0
Glyma.08G240800.1	CCA1	1601.0	1608.0
Glyma.08G240800.1	CDF2	581.0	587.0
Glyma.08G240800.1	CDF2	720.0	726.0
Glyma.08G240800.1	CDF2	734.0	740.0
Glyma.08G240800.1	CDF5	322.0	342.0
Glyma.08G240800.1	CDF5	850.0	870.0
Glyma.08G240800.1	CDF5	983.0	1003.0
Glyma.08G240800.1	CDF5	1268.0	1288.0
